Region,SubRegion,StudyArea,SurveyYear,BatchCode,SurveyIndex,SurveyDate,Latitude,Longitude,Management,StructureType,Family,ScientificName,CommonName,Trophic,FishLength,FishCount
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3599,9/30/2006,27.91188,-93.60158,FGBNMS,HARD                                              ,Pomacentridae,Chromis insolata,Sunshinefish,PL ,3,3
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3599,9/30/2006,27.91188,-93.60158,FGBNMS,HARD                                              ,Pomacentridae,Chromis multilineata,Brown Chromis,I,7.5,75
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3599,9/30/2006,27.91188,-93.60158,FGBNMS,HARD                                              ,Pomacentridae,Chromis scotti,Purple Reeffish,PL ,3,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3599,9/30/2006,27.91188,-93.60158,FGBNMS,HARD                                              ,Pomacentridae,Chromis scotti,Purple Reeffish,PL ,7.5,2
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3599,9/30/2006,27.91188,-93.60158,FGBNMS,HARD                                              ,Pomacentridae,Stegastes partitus,Bicolor Damselfish,H,3,3
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3599,9/30/2006,27.91188,-93.60158,FGBNMS,HARD                                              ,Pomacentridae,Stegastes partitus,Bicolor Damselfish,H,7.5,2
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3599,9/30/2006,27.91188,-93.60158,FGBNMS,HARD                                              ,Pomacentridae,Stegastes planifrons,Threespot Damselfish,I,3,16
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3599,9/30/2006,27.91188,-93.60158,FGBNMS,HARD                                              ,Pomacentridae,Stegastes planifrons,Threespot Damselfish,I,7.5,22
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3599,9/30/2006,27.91188,-93.60158,FGBNMS,HARD                                              ,Pomacentridae,Stegastes variabilis,Cocoa Damselfish,H,3,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3599,9/30/2006,27.91188,-93.60158,FGBNMS,HARD                                              ,Serranidae,Cephalopholis cruentata,Graysby,P,12.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3599,9/30/2006,27.91188,-93.60158,FGBNMS,HARD                                              ,Serranidae,Cephalopholis cruentata,Graysby,P,17.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3599,9/30/2006,27.91188,-93.60158,FGBNMS,HARD                                              ,Serranidae,Cephalopholis cruentata,Graysby,P,22.5,2
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3599,9/30/2006,27.91188,-93.60158,FGBNMS,HARD                                              ,Serranidae,Mycteroperca interstitialis,Yellowmouth Grouper,P,40,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3599,9/30/2006,27.91188,-93.60158,FGBNMS,HARD                                              ,Serranidae,Mycteroperca interstitialis,Yellowmouth Grouper,P,50,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3599,9/30/2006,27.91188,-93.60158,FGBNMS,HARD                                              ,Serranidae,Mycteroperca interstitialis,Yellowmouth Grouper,P,55,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3599,9/30/2006,27.91188,-93.60158,FGBNMS,HARD                                              ,Serranidae,Mycteroperca tigris,Tiger Grouper,P,80,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3599,9/30/2006,27.91188,-93.60158,FGBNMS,HARD                                              ,Serranidae,Paranthias furcifer,Atlantic Creolefish,PL,22.5,225
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3599,9/30/2006,27.91188,-93.60158,FGBNMS,HARD                                              ,Sphyraenidae,Sphyraena barracuda,Great Barracuda,P,100,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3599,9/30/2006,27.91188,-93.60158,FGBNMS,HARD                                              ,Tetraodontidae,Canthigaster rostrata,Sharpnose Puffer,I,3,2
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3599,9/30/2006,27.91188,-93.60158,FGBNMS,HARD                                              ,Tetraodontidae,Canthigaster rostrata,Sharpnose Puffer,I,7.5,8
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus bahianus,ocean Surgeonfish,H,12.5,4
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,7.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,12.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Carangidae,Caranx latus,Horse-eye Jack,P,27.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Cirrhitidae,Amblycirrhitus pinos,Redspotted Hawkfish,I,7.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Gobiidae,Gnatholepis thompsoni,Goldspot Goby,H,7.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Kyphosidae,Kyphosus sectator,Chub (Bermuda/Yellow),H,27.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Labridae,Bodianus rufus,Spanish Hogfish,I,3,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Labridae,Bodianus rufus,Spanish Hogfish,I,12.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Labridae,Clepticus parrae,Creole Wrasse,PL,7.5,21
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Labridae,Clepticus parrae,Creole Wrasse,PL,17.5,3
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Labridae,Halichoeres maculipinna,Clown Wrasse,I,7.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Labridae,Halichoeres radiatus,Puddingwife,I,12.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Labridae,Scarus vetula,Queen Parrotfish,H,12.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Labridae,Scarus vetula,Queen Parrotfish,H,17.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Labridae,Sparisoma atomarium,Greenblotch Parrotfish,H,7.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Labridae,Sparisoma aurofrenatum,Redband Parrotfish,H,3,2
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Labridae,Sparisoma aurofrenatum,Redband Parrotfish,H,7.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Labridae,Sparisoma viride,Stoplight Parrotfish,H,7.5,7
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Labridae,Sparisoma viride,Stoplight Parrotfish,H,27.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Labridae,Thalassoma bifasciatum,Bluehead,I,3,40
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Labridae,Thalassoma bifasciatum,Bluehead,I,7.5,14
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Labridae,Thalassoma bifasciatum,Bluehead,I,12.5,2
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Pomacentridae,Chromis multilineata,Brown Chromis,I,7.5,55
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Pomacentridae,Chromis multilineata,Brown Chromis,I,12.5,10
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Pomacentridae,Stegastes partitus,Bicolor Damselfish,H,7.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Pomacentridae,Stegastes planifrons,Threespot Damselfish,I,3,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Pomacentridae,Stegastes planifrons,Threespot Damselfish,I,7.5,8
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Serranidae,Cephalopholis cruentata,Graysby,P,17.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Serranidae,Mycteroperca bonaci,Black Grouper,P,32.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Serranidae,Paranthias furcifer,Atlantic Creolefish,PL,12.5,5
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Serranidae,Paranthias furcifer,Atlantic Creolefish,PL,17.5,14
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Sphyraenidae,Sphyraena barracuda,Great Barracuda,P,32.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Tetraodontidae,Canthigaster jamestyleri,Goldface Toby,I,7.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Tetraodontidae,Canthigaster rostrata,Sharpnose Puffer,I,7.5,3
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,3,3
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,7.5,3
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,12.5,9
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Carangidae,Carangoides ruber,Bar Jack,P,7.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Chaetodontidae,Chaetodon sedentarius,Reef Butterflyfish,I,7.5,3
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Chaetodontidae,Prognathodes aculeatus,Longsnout Butterflyfish,I,7.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Holocentridae,Holocentrus rufus,Longspine Squirrelfish,I,17.5,2
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Kyphosidae,Kyphosus sectator,Chub (Bermuda/Yellow),H,12.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Kyphosidae,Kyphosus sectator,Chub (Bermuda/Yellow),H,17.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Labridae,Bodianus pulchellus,Spotfin Hogfish,I ,7.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Labridae,Bodianus rufus,Spanish Hogfish,I,7.5,4
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Labridae,Bodianus rufus,Spanish Hogfish,I,12.5,2
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Labridae,Clepticus parrae,Creole Wrasse,PL,12.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Labridae,Halichoeres garnoti,Yellowhead Wrasse,I,7.5,2
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Labridae,Scarus vetula,Queen Parrotfish,H,22.5,2
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Labridae,Sparisoma aurofrenatum,Redband Parrotfish,H,3,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Labridae,Sparisoma aurofrenatum,Redband Parrotfish,H,7.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Labridae,Thalassoma bifasciatum,Bluehead,I,3,16
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Labridae,Thalassoma bifasciatum,Bluehead,I,7.5,42
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Labridae,Thalassoma bifasciatum,Bluehead,I,12.5,3
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Lutjanidae,Lutjanus  species,snappers,P,32.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Lutjanidae,Lutjanus griseus,Gray Snapper,I,40,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Lutjanidae,Lutjanus jocu,Dog Snapper,P,45,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Muraenidae,Gymnothorax moringa,Spotted Moray,P,22.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Pomacanthidae,Pomacanthus paru,French Angelfish,I,27.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Pomacanthidae,Pomacanthus paru,French Angelfish,I,32.5,2
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Pomacentridae,Chromis cyanea,Blue Chromis,PL,3,4
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Pomacentridae,Chromis cyanea,Blue Chromis,PL,7.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Pomacentridae,Chromis multilineata,Brown Chromis,I,7.5,10
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Pomacentridae,Chromis scotti,Purple Reeffish,PL ,3,2
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Pomacentridae,Stegastes partitus,Bicolor Damselfish,H,3,2
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Pomacentridae,Stegastes planifrons,Threespot Damselfish,I,3,8
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Pomacentridae,Stegastes planifrons,Threespot Damselfish,I,7.5,8
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Serranidae,Epinephelus guttatus,Red Hind,I,3,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Serranidae,Mycteroperca interstitialis,Yellowmouth Grouper,P,7.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Serranidae,Paranthias furcifer,Atlantic Creolefish,PL,12.5,16
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Serranidae,Paranthias furcifer,Atlantic Creolefish,PL,17.5,10
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Tetraodontidae,Canthigaster rostrata,Sharpnose Puffer,I,3,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3601,9/29/2006,27.90742,-93.60266,FGBNMS,HARD                                              ,Tetraodontidae,Canthigaster rostrata,Sharpnose Puffer,I,7.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3602,9/29/2006,27.90835,-93.6002,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,12.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3602,9/29/2006,27.90835,-93.6002,FGBNMS,HARD                                              ,Carangidae,Carangoides ruber,Bar Jack,P,7.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3602,9/29/2006,27.90835,-93.6002,FGBNMS,HARD                                              ,Carangidae,Carangoides ruber,Bar Jack,P,12.5,4
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3602,9/29/2006,27.90835,-93.6002,FGBNMS,HARD                                              ,Carangidae,Carangoides ruber,Bar Jack,P,17.5,400
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3602,9/29/2006,27.90835,-93.6002,FGBNMS,HARD                                              ,Chaetodontidae,Chaetodon sedentarius,Reef Butterflyfish,I,7.5,2
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3602,9/29/2006,27.90835,-93.6002,FGBNMS,HARD                                              ,Kyphosidae,Kyphosus sectator,Chub (Bermuda/Yellow),H,17.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3602,9/29/2006,27.90835,-93.6002,FGBNMS,HARD                                              ,Labridae,Bodianus rufus,Spanish Hogfish,I,7.5,3
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3602,9/29/2006,27.90835,-93.6002,FGBNMS,HARD                                              ,Labridae,Clepticus parrae,Creole Wrasse,PL,7.5,3
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3602,9/29/2006,27.90835,-93.6002,FGBNMS,HARD                                              ,Labridae,Clepticus parrae,Creole Wrasse,PL,12.5,11
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3602,9/29/2006,27.90835,-93.6002,FGBNMS,HARD                                              ,Labridae,Halichoeres bivittatus,Slippery Dick,I,7.5,3
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3602,9/29/2006,27.90835,-93.6002,FGBNMS,HARD                                              ,Labridae,Halichoeres garnoti,Yellowhead Wrasse,I,7.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3602,9/29/2006,27.90835,-93.6002,FGBNMS,HARD                                              ,Labridae,Halichoeres maculipinna,Clown Wrasse,I,3,2
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3602,9/29/2006,27.90835,-93.6002,FGBNMS,HARD                                              ,Labridae,Halichoeres maculipinna,Clown Wrasse,I,7.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3602,9/29/2006,27.90835,-93.6002,FGBNMS,HARD                                              ,Labridae,Scarus vetula,Queen Parrotfish,H,22.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3602,9/29/2006,27.90835,-93.6002,FGBNMS,HARD                                              ,Labridae,Sparisoma aurofrenatum,Redband Parrotfish,H,7.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3602,9/29/2006,27.90835,-93.6002,FGBNMS,HARD                                              ,Labridae,Sparisoma aurofrenatum,Redband Parrotfish,H,12.5,2
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3602,9/29/2006,27.90835,-93.6002,FGBNMS,HARD                                              ,Labridae,Sparisoma viride,Stoplight Parrotfish,H,3,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3602,9/29/2006,27.90835,-93.6002,FGBNMS,HARD                                              ,Labridae,Sparisoma viride,Stoplight Parrotfish,H,7.5,2
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3602,9/29/2006,27.90835,-93.6002,FGBNMS,HARD                                              ,Labridae,Sparisoma viride,Stoplight Parrotfish,H,17.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3602,9/29/2006,27.90835,-93.6002,FGBNMS,HARD                                              ,Labridae,Sparisoma viride,Stoplight Parrotfish,H,27.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3602,9/29/2006,27.90835,-93.6002,FGBNMS,HARD                                              ,Labridae,Thalassoma bifasciatum,Bluehead,I,3,55
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3602,9/29/2006,27.90835,-93.6002,FGBNMS,HARD                                              ,Labridae,Thalassoma bifasciatum,Bluehead,I,7.5,10
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3602,9/29/2006,27.90835,-93.6002,FGBNMS,HARD                                              ,Lutjanidae,Lutjanus griseus,Gray Snapper,I,32.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3602,9/29/2006,27.90835,-93.6002,FGBNMS,HARD                                              ,Pomacentridae,Chromis insolata,Sunshinefish,PL ,3,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3602,9/29/2006,27.90835,-93.6002,FGBNMS,HARD                                              ,Pomacentridae,Chromis multilineata,Brown Chromis,I,7.5,15
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3602,9/29/2006,27.90835,-93.6002,FGBNMS,HARD                                              ,Pomacentridae,Stegastes adustus,Dusky Damselfish,H,3,1
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3602,9/29/2006,27.90835,-93.6002,FGBNMS,HARD                                              ,Pomacentridae,Stegastes partitus,Bicolor Damselfish,H,3,6
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3602,9/29/2006,27.90835,-93.6002,FGBNMS,HARD                                              ,Pomacentridae,Stegastes planifrons,Threespot Damselfish,I,3,1
